,시점,const,경제심리지수(원계열),뉴스심리지수,원자재구입가격실적,달러결제수출비율,달러결제수입비율,달러결제순수입액,KO/US M2,BIRDIFF,TNDIFF,EIRDIFF,KRW/USD
186,202007,1.0,76.8,106.02,0.02,0.8290000000000001,0.784,-4991.200000000001,168.9948432987544,-0.375,-0.8320000000000001,5.999999999999999,1187.8
187,202008,1.0,82.9,99.47,0.08,0.8420000000000001,0.7859999999999999,-5087.699999999997,168.83477567690048,-0.375,-0.668,4.7,1169.5
188,202009,1.0,77.1,99.39,0.08,0.833,0.779,-9126.800000000003,168.96011047160803,-0.375,-0.85,3.8000000000000007,1135.1
189,202010,1.0,88.4,104.76,0.12,0.8240000000000001,0.777,-6545.300000000003,169.25131122623736,-0.375,-0.6329999999999999,2.7,1106.5
190,202011,1.0,91.4,112.67,0.04,0.8320000000000001,0.763,-7572.200000000004,168.15438409730493,-0.375,-0.7710000000000001,2.5,1086.3
191,202012,1.0,85.3,113.35,0.12,0.8420000000000001,0.763,-9141.199999999997,166.29001948811225,-0.375,-0.762,2.4000000000000004,1118.8
192,202101,1.0,92.6,114.01,0.24,0.833,0.7979999999999999,-4542.299999999996,166.88937596166753,-0.375,-0.665,1.5,1123.5
193,202102,1.0,96.2,107.14,0.25,0.8270000000000001,0.795,-3264.699999999997,168.51604871226056,-0.375,-0.43999999999999995,2.2,1131.8
194,202103,1.0,101.2,114.07,0.28,0.823,0.775,-5648.0999999999985,166.73624455900347,-0.375,-0.30000000000000004,2.0999999999999996,1112.3
195,202104,1.0,105.3,119.42,0.37,0.823,0.79,-1937.2999999999956,164.99654547877196,-0.375,-0.41500000000000004,2.3,1110.9
196,202105,1.0,105.4,115.54,0.36,0.8340000000000001,0.7879999999999999,-4577.9000000000015,166.64219772428498,-0.375,-0.5369999999999997,2.0,1126.1
197,202106,1.0,109.4,118.42,0.4,0.8390000000000001,0.787,-6287.4000000000015,167.33441011785894,-0.375,-0.6350000000000002,2.2,1150.3
198,202107,1.0,103.8,117.3,0.4,0.845,0.7979999999999999,-4019.100000000006,167.3093758969444,-0.375,-0.754,2.1000000000000005,1159.5
199,202108,1.0,105.3,109.78,0.37,0.852,0.8059999999999999,-3688.9000000000015,168.20350770654406,-0.625,-0.5960000000000001,2.0,1184.0
200,202109,1.0,104.5,106.41,0.33,0.843,0.812,-5183.9000000000015,167.46092629767708,-0.625,-0.5739999999999998,1.7999999999999998,1168.6
201,202110,1.0,105.6,104.44,0.38,0.8440000000000001,0.821,-2787.2000000000044,168.96481037148033,-0.625,-0.847,1.2999999999999998,1187.9
202,202111,1.0,106.3,110.79,0.39,0.852,0.825,-4037.9000000000015,168.6558947664603,-0.875,-0.911,1.1,1188.8
203,202112,1.0,104.5,111.48,0.29,0.845,0.8109999999999999,-1691.1000000000058,166.93942263716872,-0.875,-0.6769999999999998,0.2999999999999998,1205.5
204,202201,1.0,105.7,103.28,0.34,0.838,0.845,4771.300000000003,167.8208105046582,-1.125,-0.7150000000000001,0.7000000000000002,1202.3
205,202202,1.0,105.8,103.65,0.35,0.845,0.816,-2086.5,169.44827058959805,-1.125,-0.865,1.0,1212.1
206,202203,1.0,103.5,103.64,0.53,0.851,0.818,-2100.5999999999985,167.13345717593123,-0.875,-0.44599999999999973,0.8000000000000003,1255.9
207,202204,1.0,105.8,104.68,0.47,0.845,0.825,794.9000000000015,168.23853332784086,-1.125,-0.2849999999999997,0.8000000000000003,1237.2
208,202205,1.0,106.8,103.2,0.42,0.858,0.826,-622.5,171.88341329423446,-0.875,-0.45100000000000007,0.7000000000000002,1298.4
209,202206,1.0,102.6,84.61,0.42,0.86,0.823,-118.59999999999854,172.0651215816036,-0.125,-0.6270000000000002,0.7000000000000002,1299.1
210,202207,1.0,97.8,91.38,0.36,0.857,0.848,3724.5999999999985,172.7513242470445,0.125,-0.6509999999999998,0.6000000000000001,1337.6
211,202208,1.0,99.3,97.92,0.32,0.86,0.836,6492.300000000003,173.4068028599665,-0.125,-0.129,1.1,1430.2
212,202209,1.0,98.0,86.14,0.27,0.856,0.843,2502.5999999999985,174.51866097330424,0.625,-0.06799999999999962,0.7000000000000002,1424.3
213,202210,1.0,95.4,80.15,0.2,0.8540000000000001,0.8340000000000001,4600.800000000003,176.26188962241213,0.125,-0.2190000000000003,0.9000000000000004,1318.8
214,202211,1.0,91.2,88.53,0.21,0.843,0.818,4468.199999999997,177.4730733106861,0.625,-0.31000000000000005,0.8000000000000003,1264.5
215,202212,1.0,91.5,83.39,0.14,0.836,0.805,2132.9000000000015,175.35135727816504,1.125,0.3340000000000001,0.3999999999999999,1231.9
